item,token,tag,patent,partition,trainingTest
910,equipment,I-HARDWARE,7,1,training
911,(,I-HARDWARE,7,1,training
912,UE,I-HARDWARE,7,1,training
913,),I-HARDWARE,7,1,training
914,monitors,I-HARDWARE,7,1,training
915,for,O,7,1,training
916,a,O,7,1,training
917,ping,O,7,1,training
918,-,O,7,1,training
919,pong,O,7,1,training
920,handover,O,7,1,training
921,scenario,O,7,1,training
922,between,O,7,1,training
923,the,O,7,1,training
924,UE,O,7,1,training
925,and,O,7,1,training
926,a,O,7,1,training
927,plurality,O,7,1,training
928,of,O,7,1,training
929,nodes,O,7,1,training
930,in,O,7,1,training
931,a,O,7,1,training
932,wireless,B-COMUNICAÇÃO,7,1,training
933,communication,I-COMUNICAÇÃO,7,1,training
934,network,I-COMUNICAÇÃO,7,1,training
935,.,I-COMUNICAÇÃO,7,1,training
936,The,O,7,1,training
937,UE,O,7,1,training
938,determines,B-FUNCIONALIDADE,7,1,training
939,whether,I-FUNCIONALIDADE,7,1,training
940,a,I-FUNCIONALIDADE,7,1,training
941,state,I-FUNCIONALIDADE,7,1,training
942,of,I-FUNCIONALIDADE,7,1,training
943,the,I-FUNCIONALIDADE,7,1,training
944,UE,I-FUNCIONALIDADE,7,1,training
945,is,I-FUNCIONALIDADE,7,1,training
946,static,I-FUNCIONALIDADE,7,1,training
947,",",O,7,1,training
948,if,O,7,1,training
949,it,O,7,1,training
950,is,O,7,1,training
951,determined,O,7,1,training
952,that,O,7,1,training
953,the,O,7,1,training
954,UE,O,7,1,training
955,is,O,7,1,training
956,experiencing,O,7,1,training
957,a,O,7,1,training
958,ping,O,7,1,training
959,-,O,7,1,training
960,pong,O,7,1,training
961,handover,O,7,1,training
962,scenario,O,7,1,training
963,.,O,7,1,training
964,The,O,7,1,training
965,UE,O,7,1,training
966,receives,B-FUNCIONALIDADE,7,1,training
967,a,I-FUNCIONALIDADE,7,1,training
968,deferred,I-FUNCIONALIDADE,7,1,training
969,measurement,I-FUNCIONALIDADE,7,1,training
970,time,I-FUNCIONALIDADE,7,1,training
971,indicator,I-FUNCIONALIDADE,7,1,training
972,from,O,7,1,training
973,a,O,7,1,training
974,best,O,7,1,training
975,serving,O,7,1,training
976,node,O,7,1,training
977,of,O,7,1,training
978,the,O,7,1,training
979,plurality,O,7,1,training
980,of,O,7,1,training
981,nodes,O,7,1,training
982,",",O,7,1,training
983,if,O,7,1,training
984,it,O,7,1,training
985,is,O,7,1,training
986,determined,O,7,1,training
987,that,O,7,1,training
988,the,O,7,1,training
989,state,O,7,1,training
990,of,O,7,1,training
991,the,O,7,1,training
992,UE,O,7,1,training
993,is,O,7,1,training
994,static,O,7,1,training
995,.,O,7,1,training
996,The,O,7,1,training
997,UE,O,7,1,training
998,defers,O,7,1,training
999,sending,O,7,1,training
1000,a,O,7,1,training
1001,measurement,O,7,1,training
1002,report,O,7,1,training
1003,to,O,7,1,training
1004,the,O,7,1,training
1005,plurality,O,7,1,training
1006,of,O,7,1,training
1007,nodes,O,7,1,training
1008,for,O,7,1,training
1009,a,O,7,1,training
1010,time,O,7,1,training
1011,-,O,7,1,training
1012,period,O,7,1,training
1013,associated,O,7,1,training
1014,with,O,7,1,training
1015,the,O,7,1,training
1016,deferred,O,7,1,training
1017,measurement,O,7,1,training
1018,time,O,7,1,training
1019,indicator,O,7,1,training
1020,.,O,7,1,training
1021,A,O,8,1,training
1022,base,O,8,1,training
1023,module,O,8,1,training
1024,and,O,8,1,training
1025,an,O,8,1,training
1026,aviation,B-HARDWARE,8,1,training
1027,computer,I-HARDWARE,8,1,training
1028,system,I-HARDWARE,8,1,training
1029,having,O,8,1,training
1030,the,O,8,1,training
1031,base,O,8,1,training
1032,module,O,8,1,training
1033,includes,O,8,1,training
1034,a,O,8,1,training
1035,printed,B-HARDWARE,8,1,training
1036,circuit,I-HARDWARE,8,1,training
1037,board,I-HARDWARE,8,1,training
1038,",",O,8,1,training
1039,an,O,8,1,training
1040,integrated,B-HARDWARE,8,1,training
1041,power,I-HARDWARE,8,1,training
1042,supply,I-HARDWARE,8,1,training
1043,and,O,8,1,training
1044,communication,B-HARDWARE,8,1,training
1045,connector,I-HARDWARE,8,1,training
1046,",",O,8,1,training
1047,a,O,8,1,training
1048,SMARC,B-HARDWARE,8,1,training
1049,connector,I-HARDWARE,8,1,training
1050,",",O,8,1,training
1051,and,O,8,1,training
1052,an,O,8,1,training
1053,FMC,B-HARDWARE,8,1,training
1054,connector,I-HARDWARE,8,1,training
1055,.,I-HARDWARE,8,1,training
1056,A,O,8,1,training
1057,power,B-HARDWARE,8,1,training
1058,supply,I-HARDWARE,8,1,training
1059,circuit,I-HARDWARE,8,1,training
1060,supplies,B-FUNCIONALIDADE,8,1,training
1061,the,I-FUNCIONALIDADE,8,1,training
1062,SMARC,I-FUNCIONALIDADE,8,1,training
1063,connector,I-FUNCIONALIDADE,8,1,training
1064,and,O,8,1,training
1065,the,O,8,1,training
1066,FMC,B-HARDWARE,8,1,training
1067,connector,I-HARDWARE,8,1,training
1068,with,O,8,1,training
1069,power,O,8,1,training
1070,from,O,8,1,training
1071,dedicated,O,8,1,training
1072,power,O,8,1,training
1073,supply,O,8,1,training
1074,contacts,O,8,1,training
1075,of,O,8,1,training
1076,the,O,8,1,training
1077,integrated,O,8,1,training
1078,power,O,8,1,training
1079,supply,O,8,1,training
1080,and,O,8,1,training
1081,communication,B-HARDWARE,8,1,training
1082,connector,I-HARDWARE,8,1,training
1083,",",O,8,1,training
1084,and,O,8,1,training
1085,a,O,8,1,training
1086,communication,B-HARDWARE,8,1,training
1087,circuit,I-HARDWARE,8,1,training
1088,connects,B-FUNCIONALIDADE,8,1,training
1089,the,I-FUNCIONALIDADE,8,1,training
1090,SMARC,I-FUNCIONALIDADE,8,1,training
1091,connector,I-FUNCIONALIDADE,8,1,training
1092,to,O,8,1,training
1093,dedicated,B-HARDWARE,8,1,training
1094,communication,I-HARDWARE,8,1,training
1095,contacts,I-HARDWARE,8,1,training
1096,of,O,8,1,training
1097,the,O,8,1,training
1098,integrated,B-HARDWARE,8,1,training
1099,power,I-HARDWARE,8,1,training
1100,supply,I-HARDWARE,8,1,training
1101,and,O,8,1,training
1102,communication,B-HARDWARE,8,1,training
1103,connector,I-HARDWARE,8,1,training
1104,.,I-HARDWARE,8,1,training
1105,In,O,8,1,training
1106,addition,O,8,1,training
1107,",",O,8,1,training
1108,signal,O,8,1,training
1109,lines,O,8,1,training
1110,are,O,8,1,training
1111,provided,O,8,1,training
1112,on,O,8,1,training
1113,the,O,8,1,training
1114,printed,B-HARDWARE,8,1,training
1115,circuit,I-HARDWARE,8,1,training
1116,board,I-HARDWARE,8,1,training
1117,in,O,8,1,training
1118,order,O,8,1,training
1119,to,O,8,1,training
1120,connect,B-FUNCIONALIDADE,8,1,training
1121,dedicated,I-FUNCIONALIDADE,8,1,training
1122,input,I-FUNCIONALIDADE,8,1,training
1123,/,I-FUNCIONALIDADE,8,1,training
1124,output,I-FUNCIONALIDADE,8,1,training
1125,contacts,I-FUNCIONALIDADE,8,1,training
1126,of,O,8,1,training
1127,the,O,8,1,training
1128,SMARC,B-HARDWARE,8,1,training
1129,connector,I-HARDWARE,8,1,training
1130,to,O,8,1,training
1131,corresponding,O,8,1,training
1132,dedicated,B-HARDWARE,8,1,training
1133,input,I-HARDWARE,8,1,training
1134,/,I-HARDWARE,8,1,training
1135,output,I-HARDWARE,8,1,training
1136,contacts,O,8,1,training
1137,of,O,8,1,training
1138,the,O,8,1,training
1139,FMC,B-HARDWARE,8,1,training
1140,connector,I-HARDWARE,8,1,training
1141,.,I-HARDWARE,8,1,training
1142,A,O,9,1,training
1143,display,O,9,1,training
1144,device,O,9,1,training
1145,is,O,9,1,training
1146,provided,O,9,1,training
1147,.,O,9,1,training
1148,The,O,9,1,training
1149,display,O,9,1,training
1150,device,O,9,1,training
1151,includes,O,9,1,training
1152,a,O,9,1,training
1153,plurality,O,9,1,training
1154,of,O,9,1,training
1155,diffractive,O,9,1,training
1156,optical,O,9,1,training
1157,elements,O,9,1,training
1158,each,O,9,1,training
1159,configured,O,9,1,training
1160,to,O,9,1,training
1161,emit,O,9,1,training
1162,light,O,9,1,training
1163,guided,O,9,1,training
1164,in,O,9,1,training
1165,a,O,9,1,training
1166,light,O,9,1,training
1167,guide,O,9,1,training
1168,plate,O,9,1,training
1169,to,O,9,1,training
1170,a,O,9,1,training
1171,user,O,9,1,training
1172,.,O,9,1,training
1173,Virtual,O,9,1,training
1174,images,O,9,1,training
1175,by,O,9,1,training
1176,the,O,9,1,training
1177,light,O,9,1,training
1178,are,O,9,1,training
1179,observed,O,9,1,training
1180,by,O,9,1,training
1181,the,O,9,1,training
1182,user,O,9,1,training
1183,at,O,9,1,training
1184,two,O,9,1,training
1185,or,O,9,1,training
1186,more,O,9,1,training
1187,different,O,9,1,training
1188,depths,O,9,1,training
1189,according,O,9,1,training
1190,to,O,9,1,training
1191,the,O,9,1,training
1192,plurality,O,9,1,training
1193,diffractive,O,9,1,training
1194,elements,O,9,1,training
1195,.,O,9,1,training
1196,A,O,10,1,training
1197,position,O,10,1,training
1198,capture,O,10,1,training
1199,method,O,10,1,training
1200,for,O,10,1,training
1201,capturing,B-FUNCIONALIDADE,10,1,training
1202,an,I-FUNCIONALIDADE,10,1,training
1203,own,I-FUNCIONALIDADE,10,1,training
1204,vehicle,I-FUNCIONALIDADE,10,1,training
1205,position,I-FUNCIONALIDADE,10,1,training
1206,by,O,10,1,training
1207,using,O,10,1,training
1208,a,O,10,1,training
1209,positioning,B-HARDWARE,10,1,training
1210,part,I-HARDWARE,10,1,training
1211,that,O,10,1,training
1212,measures,O,10,1,training
1213,a,O,10,1,training
1214,position,O,10,1,training
1215,of,O,10,1,training
1216,a,O,10,1,training
1217,vehicle,O,10,1,training
1218,(,O,10,1,training
1219,4,O,10,1,training
1220,),O,10,1,training
1221,and,O,10,1,training
1222,a,O,10,1,training
1223,plurality,O,10,1,training
1224,of,O,10,1,training
1225,magnetic,B-HARDWARE,10,1,training
1226,markers,I-HARDWARE,10,1,training
1227,(,O,10,1,training
1228,5,O,10,1,training
1229,),O,10,1,training
1230,laid,O,10,1,training
1231,on,O,10,1,training
1232,a,O,10,1,training
1233,traveling,O,10,1,training
1234,path,O,10,1,training
1235,of,O,10,1,training
1236,the,O,10,1,training
1237,vehicle,O,10,1,training
1238,(,O,10,1,training
1239,4,O,10,1,training
1240,),O,10,1,training
1241,with,O,10,1,training
1242,their,O,10,1,training
1243,laying,O,10,1,training
1244,positions,O,10,1,training
1245,specified,O,10,1,training
1246,includes,O,10,1,training
1247,:,O,10,1,training
1248,upon,O,10,1,training
1249,detection,O,10,1,training
1250,of,O,10,1,training
1251,any,O,10,1,training
1252,of,O,10,1,training
1253,the,O,10,1,training
1254,plurality,O,10,1,training
1255,of,O,10,1,training
1256,magnetic,B-HARDWARE,10,1,training
1257,markers,I-HARDWARE,10,1,training
1258,(,O,10,1,training
1259,5,O,10,1,training
1260,),O,10,1,training
1261,",",O,10,1,training
1262,selecting,O,10,1,training
1263,",",O,10,1,training
1264,from,O,10,1,training
1265,among,O,10,1,training
1266,the,O,10,1,training
1267,laying,O,10,1,training
1268,positions,O,10,1,training
1269,of,O,10,1,training
1270,the,O,10,1,training
1271,plurality,O,10,1,training
1272,of,O,10,1,training
1273,magnetic,B-HARDWARE,10,1,training
1274,markers,I-HARDWARE,10,1,training
1275,(,O,10,1,training
1276,5,O,10,1,training
1277,),O,10,1,training
1278,",",O,10,1,training
1279,the,O,10,1,training
1280,laying,O,10,1,training
1281,position,O,10,1,training
1282,located,O,10,1,training
1283,nearest,O,10,1,training
1284,to,O,10,1,training
1285,an,O,10,1,training
1286,actual,O,10,1,training
1287,measured,O,10,1,training
1288,position,O,10,1,training
1289,measured,O,10,1,training
1290,by,O,10,1,training
1291,the,O,10,1,training
1292,positioning,B-HARDWARE,10,1,training
1293,part,I-HARDWARE,10,1,training
1294,",",O,10,1,training
1295,and,O,10,1,training
1296,capturing,O,10,1,training
1297,",",O,10,1,training
1298,as,O,10,1,training
1299,the,O,10,1,training
1300,own,O,10,1,training
1301,vehicle,O,10,1,training
1302,position,O,10,1,training
1303,",",O,10,1,training
1304,a,O,10,1,training
1305,corrected,O,10,1,training
1306,position,O,10,1,training
1307,based,O,10,1,training
1308,on,O,10,1,training
1309,the,O,10,1,training
1310,laying,O,10,1,training
1311,position,O,10,1,training
1312,",",O,10,1,training
1313,thereby,O,10,1,training
1314,making,B-FUNCIONALIDADE,10,1,training
1315,high,I-FUNCIONALIDADE,10,1,training
1316,-,I-FUNCIONALIDADE,10,1,training
1317,accuracy,I-FUNCIONALIDADE,10,1,training
1318,position,I-FUNCIONALIDADE,10,1,training
1319,capture,I-FUNCIONALIDADE,10,1,training
1320,possible,I-FUNCIONALIDADE,10,1,training
1321,.,I-FUNCIONALIDADE,10,1,training
1322,A,O,11,1,training
1323,battery,B-HARDWARE,11,1,training
1324,management,I-HARDWARE,11,1,training
1325,system,I-HARDWARE,11,1,training
1326,(,O,11,1,training
1327,BMS,B-HARDWARE,11,1,training
1328,),O,11,1,training
1329,manages,B-FUNCIONALIDADE,11,1,training
1330,a,I-FUNCIONALIDADE,11,1,training
1331,battery,I-FUNCIONALIDADE,11,1,training
1332,using,O,11,1,training
1333,a,O,11,1,training
1334,master,B-HARDWARE,11,1,training
1335,device,I-HARDWARE,11,1,training
1336,",",O,11,1,training
1337,a,O,11,1,training
1338,sub,B-HARDWARE,11,1,training
1339,-,I-HARDWARE,11,1,training
1340,master,I-HARDWARE,11,1,training
1341,device,I-HARDWARE,11,1,training
1342,corresponding,O,11,1,training
1343,to,O,11,1,training
1344,each,O,11,1,training
1345,of,O,11,1,training
1346,battery,B-HARDWARE,11,1,training
1347,packs,I-HARDWARE,11,1,training
1348,",",O,11,1,training
1349,and,O,11,1,training
1350,a,O,11,1,training
1351,slave,B-HARDWARE,11,1,training
1352,device,I-HARDWARE,11,1,training
1353,corresponding,O,11,1,training
1354,to,O,11,1,training
1355,each,O,11,1,training
1356,of,O,11,1,training
1357,battery,B-HARDWARE,11,1,training
1358,cells,I-HARDWARE,11,1,training
1359,.,I-HARDWARE,11,1,training
1360,Data,O,11,1,training
1361,is,O,11,1,training
1362,transmitted,O,11,1,training
1363,from,O,11,1,training
1364,the,O,11,1,training
1365,master,B-HARDWARE,11,1,training
1366,device,I-HARDWARE,11,1,training
1367,through,O,11,1,training
1368,the,O,11,1,training
1369,sub,B-HARDWARE,11,1,training
1370,-,I-HARDWARE,11,1,training
1371,master,I-HARDWARE,11,1,training
1372,device,I-HARDWARE,11,1,training
1373,to,O,11,1,training
1374,the,O,11,1,training
1375,slave,B-HARDWARE,11,1,training
1376,device,I-HARDWARE,11,1,training
1377,using,O,11,1,training
1378,an,O,11,1,training
1379,electrical,O,11,1,training
1380,signal,O,11,1,training
1381,",",O,11,1,training
1382,and,O,11,1,training
1383,the,O,11,1,training
1384,data,O,11,1,training
1385,includes,O,11,1,training
1386,a,O,11,1,training
1387,control,O,11,1,training
1388,message,O,11,1,training
1389,for,O,11,1,training
1390,controlling,B-FUNCIONALIDADE,11,1,training
1391,a,I-FUNCIONALIDADE,11,1,training
1392,battery,I-FUNCIONALIDADE,11,1,training
1393,cell,I-FUNCIONALIDADE,11,1,training
1394,.,I-FUNCIONALIDADE,11,1,training
1395,Data,O,11,1,training
1396,transmitted,O,11,1,training
1397,from,O,11,1,training
1398,the,O,11,1,training
1399,slave,B-HARDWARE,11,1,training
1400,device,I-HARDWARE,11,1,training
1401,through,O,11,1,training
1402,the,O,11,1,training
1403,sub,B-HARDWARE,11,1,training
1404,-,I-HARDWARE,11,1,training
1405,master,I-HARDWARE,11,1,training
1406,device,I-HARDWARE,11,1,training
1407,to,O,11,1,training
1408,the,O,11,1,training
1409,master,B-HARDWARE,11,1,training
1410,device,I-HARDWARE,11,1,training
1411,using,O,11,1,training
1412,an,O,11,1,training
1413,optical,O,11,1,training
1414,signal,O,11,1,training
1415,",",O,11,1,training
1416,and,O,11,1,training
1417,the,O,11,1,training
1418,data,O,11,1,training
1419,includes,O,11,1,training
1420,information,O,11,1,training
1421,associated,O,11,1,training
1422,with,O,11,1,training
1423,a,O,11,1,training
1424,battery,B-HARDWARE,11,1,training
1425,cell,I-HARDWARE,11,1,training
1426,acquired,O,11,1,training
1427,in,O,11,1,training
1428,the,O,11,1,training
1429,slave,B-HARDWARE,11,1,training
1430,device,I-HARDWARE,11,1,training
1431,.,I-HARDWARE,11,1,training
1432,Examples,O,12,1,training
1433,described,O,12,1,training
1434,herein,O,12,1,training
1435,include,O,12,1,training
1436,mobility,B-HARDWARE,12,1,training
1437,devices,I-HARDWARE,12,1,training
1438,that,O,12,1,training
1439,may,O,12,1,training
1440,include,O,12,1,training
1441,a,O,12,1,training
1442,variety,O,12,1,training
1443,of,O,12,1,training
1444,enhanced,O,12,1,training
1445,features,O,12,1,training
1446,.,O,12,1,training
1447,For,O,12,1,training
1448,example,O,12,1,training
1449,",",O,12,1,training
1450,mobility,B-HARDWARE,12,1,training
1451,devices,I-HARDWARE,12,1,training
1452,are,O,12,1,training
1453,described,O,12,1,training
1454,which,O,12,1,training
1455,may,O,12,1,training
1456,more,O,12,1,training
1457,accurately,O,12,1,training
1458,assess,B-FUNCIONALIDADE,12,1,training
1459,a,I-FUNCIONALIDADE,12,1,training
1460,fall,I-FUNCIONALIDADE,12,1,training
1461,of,I-FUNCIONALIDADE,12,1,training
1462,a,I-FUNCIONALIDADE,12,1,training
1463,user,I-FUNCIONALIDADE,12,1,training
1464,by,O,12,1,training
1465,determining,O,12,1,training
1466,if,O,12,1,training
1467,a,O,12,1,training
1468,user,B-PESSOA,12,1,training
1469,is,O,12,1,training
1470,in,O,12,1,training
1471,proximity,O,12,1,training
1472,to,O,12,1,training
1473,a,O,12,1,training
1474,portion,O,12,1,training
1475,of,O,12,1,training
1476,the,O,12,1,training
1477,mobility,B-HARDWARE,12,1,training
1478,device,I-HARDWARE,12,1,training
1479,after,O,12,1,training
1480,a,O,12,1,training
1481,fall,O,12,1,training
1482,of,O,12,1,training
1483,the,O,12,1,training
1484,mobility,B-HARDWARE,12,1,training
1485,device,I-HARDWARE,12,1,training
1486,is,O,12,1,training
1487,detected,O,12,1,training
1488,.,O,12,1,training
1489,Examples,O,12,1,training
1490,of,O,12,1,training
1491,wall,O,12,1,training
1492,mounted,O,12,1,training
1493,chargers,O,12,1,training
1494,for,O,12,1,training
1495,mobility,B-HARDWARE,12,1,training
1496,devices,I-HARDWARE,12,1,training
1497,are,O,12,1,training
1498,also,O,12,1,training
1499,described,O,12,1,training
1500,.,O,12,1,training
1501,Moreover,O,12,1,training
1502,",",O,12,1,training
1503,examples,O,12,1,training
1504,of,O,12,1,training
1505,mechanisms,O,12,1,training
1506,for,O,12,1,training
1507,detaching,O,12,1,training
1508,and,O,12,1,training
1509,attaching,O,12,1,training
1510,tips,O,12,1,training
1511,to,O,12,1,training
1512,mobility,B-HARDWARE,12,1,training
1513,devices,I-HARDWARE,12,1,training
1514,(,O,12,1,training
1515,e,O,12,1,training
1516,.,O,12,1,training
1517,g,O,12,1,training
1518,.,O,12,1,training
1519,canes,O,12,1,training
1520,),O,12,1,training
