item,token,tag,sentence,patent,partition,trainingTest
857,or,O,5,8,1,training
858,/,O,5,8,1,training
859,and,O,5,8,1,training
860,SIM,B-HARDWARE,5,8,1,training
861,card,I-HARDWARE,5,8,1,training
862,.,O,5,8,1,training
863,The,O,6,8,1,training
864,device,O,6,8,1,training
865,gives,B-FUNCIONALIDADE,6,8,1,training
866,the,I-FUNCIONALIDADE,6,8,1,training
867,user,I-FUNCIONALIDADE,6,8,1,training
868,or,I-FUNCIONALIDADE,6,8,1,training
869,/,I-FUNCIONALIDADE,6,8,1,training
870,and,I-FUNCIONALIDADE,6,8,1,training
871,caregiver,I-FUNCIONALIDADE,6,8,1,training
872,live,I-FUNCIONALIDADE,6,8,1,training
873,feedback,I-FUNCIONALIDADE,6,8,1,training
874,about,O,6,8,1,training
875,user,O,6,8,1,training
876,health,O,6,8,1,training
877,metrics,O,6,8,1,training
878,and,O,6,8,1,training
879,status,O,6,8,1,training
880,using,O,6,8,1,training
881,a,O,6,8,1,training
882,data,O,6,8,1,training
883,representation,O,6,8,1,training
884,method,O,6,8,1,training
885,.,O,6,8,1,training
886,A,O,1,9,1,training
887,millimeter,B-COMUNICA플O,1,9,1,training
888,wave,I-COMUNICA플O,1,9,1,training
889,communication,I-COMUNICA플O,1,9,1,training
890,system,I-COMUNICA플O,1,9,1,training
891,for,O,1,9,1,training
892,enhanced,O,1,9,1,training
893,downlink,O,1,9,1,training
894,beamforming,O,1,9,1,training
895,and,O,1,9,1,training
896,pairing,O,1,9,1,training
897,is,O,1,9,1,training
898,described,O,1,9,1,training
899,.,O,1,9,1,training
900,This,O,2,9,1,training
901,includes,O,2,9,1,training
902,a,O,2,9,1,training
903,beamforming,O,2,9,1,training
904,system,O,2,9,1,training
905,for,O,2,9,1,training
906,pairing,O,2,9,1,training
907,with,O,2,9,1,training
908,a,O,2,9,1,training
909,mobile,O,2,9,1,training
910,UE,O,2,9,1,training
911,",",O,2,9,1,training
912,using,O,2,9,1,training
913,a,O,2,9,1,training
914,base,O,2,9,1,training
915,station,O,2,9,1,training
916,with,O,2,9,1,training
917,a,O,2,9,1,training
918,MIMO,B-HARDWARE,2,9,1,training
919,antenna,I-HARDWARE,2,9,1,training
920,and,O,2,9,1,training
921,a,O,2,9,1,training
922,controller,B-HARDWARE,2,9,1,training
923,.,O,2,9,1,training
924,The,O,3,9,1,training
925,controller,B-HARDWARE,3,9,1,training
926,transmits,B-FUNCIONALIDADE,3,9,1,training
927,first,I-FUNCIONALIDADE,3,9,1,training
928,downlink,I-FUNCIONALIDADE,3,9,1,training
929,beams,I-FUNCIONALIDADE,3,9,1,training
930,from,O,3,9,1,training
931,the,O,3,9,1,training
932,MIMO,B-HARDWARE,3,9,1,training
933,antenna,I-HARDWARE,3,9,1,training
934,",",O,3,9,1,training
935,including,O,3,9,1,training
936,channel,O,3,9,1,training
937,state,O,3,9,1,training
938,information,O,3,9,1,training
939,(,O,3,9,1,training
940,CSI,O,3,9,1,training
941,),O,3,9,1,training
942,reference,O,3,9,1,training
943,signals,O,3,9,1,training
944,.,O,3,9,1,training
945,The,O,4,9,1,training
946,mobile,O,4,9,1,training
947,UE,O,4,9,1,training
948,identifies,B-FUNCIONALIDADE,4,9,1,training
949,a,I-FUNCIONALIDADE,4,9,1,training
950,provisional,I-FUNCIONALIDADE,4,9,1,training
951,downlink,I-FUNCIONALIDADE,4,9,1,training
952,beam,I-FUNCIONALIDADE,4,9,1,training
953,having,O,4,9,1,training
954,a,O,4,9,1,training
955,highest,O,4,9,1,training
956,intensity,O,4,9,1,training
957,CSI,O,4,9,1,training
958,reference,O,4,9,1,training
959,signal,O,4,9,1,training
960,at,O,4,9,1,training
961,the,O,4,9,1,training
962,mobile,O,4,9,1,training
963,UE,O,4,9,1,training
964,.,O,4,9,1,training
965,The,O,5,9,1,training
966,controller,B-HARDWARE,5,9,1,training
967,receives,B-FUNCIONALIDADE,5,9,1,training
968,a,I-FUNCIONALIDADE,5,9,1,training
969,CSI,I-FUNCIONALIDADE,5,9,1,training
970,reference,I-FUNCIONALIDADE,5,9,1,training
971,signal,I-FUNCIONALIDADE,5,9,1,training
972,resource,I-FUNCIONALIDADE,5,9,1,training
973,indicator,I-FUNCIONALIDADE,5,9,1,training
974,(,I-FUNCIONALIDADE,5,9,1,training
975,CRI,I-FUNCIONALIDADE,5,9,1,training
976,),I-FUNCIONALIDADE,5,9,1,training
977,feedback,I-FUNCIONALIDADE,5,9,1,training
978,from,O,5,9,1,training
979,the,O,5,9,1,training
980,mobile,O,5,9,1,training
981,UE,O,5,9,1,training
982,that,O,5,9,1,training
983,is,O,5,9,1,training
984,responsive,O,5,9,1,training
985,to,O,5,9,1,training
986,the,O,5,9,1,training
987,downlink,O,5,9,1,training
988,beams,O,5,9,1,training
989,and,O,5,9,1,training
990,includes,O,5,9,1,training
991,the,O,5,9,1,training
992,provisional,O,5,9,1,training
993,downlink,O,5,9,1,training
994,beam,O,5,9,1,training
995,",",O,5,9,1,training
996,a,O,5,9,1,training
997,present,O,5,9,1,training
998,geographic,O,5,9,1,training
999,position,O,5,9,1,training
1000,and,O,5,9,1,training
1001,trajectory,O,5,9,1,training
1002,of,O,5,9,1,training
1003,the,O,5,9,1,training
1004,mobile,O,5,9,1,training
1005,UE,O,5,9,1,training
1006,.,O,5,9,1,training
1007,A,O,6,9,1,training
1008,refined,O,6,9,1,training
1009,downlink,O,6,9,1,training
1010,beam,O,6,9,1,training
1011,is,O,6,9,1,training
1012,determined,O,6,9,1,training
1013,based,O,6,9,1,training
1014,upon,O,6,9,1,training
1015,the,O,6,9,1,training
1016,provisional,O,6,9,1,training
1017,downlink,O,6,9,1,training
1018,beam,O,6,9,1,training
1019,",",O,6,9,1,training
1020,the,O,6,9,1,training
1021,present,O,6,9,1,training
1022,geographic,O,6,9,1,training
1023,position,O,6,9,1,training
1024,",",O,6,9,1,training
1025,and,O,6,9,1,training
1026,trajectory,O,6,9,1,training
1027,of,O,6,9,1,training
1028,the,O,6,9,1,training
1029,mobile,O,6,9,1,training
1030,UE,O,6,9,1,training
1031,.,O,6,9,1,training
1032,The,O,7,9,1,training
1033,MIMO,B-HARDWARE,7,9,1,training
1034,antenna,I-HARDWARE,7,9,1,training
1035,transmits,B-FUNCIONALIDADE,7,9,1,training
1036,the,I-FUNCIONALIDADE,7,9,1,training
1037,refined,I-FUNCIONALIDADE,7,9,1,training
1038,downlink,I-FUNCIONALIDADE,7,9,1,training
1039,beam,I-FUNCIONALIDADE,7,9,1,training
1040,to,O,7,9,1,training
1041,execute,B-FUNCIONALIDADE,7,9,1,training
1042,a,I-FUNCIONALIDADE,7,9,1,training
1043,pairing,I-FUNCIONALIDADE,7,9,1,training
1044,with,O,7,9,1,training
1045,the,O,7,9,1,training
1046,mobile,O,7,9,1,training
1047,UE,O,7,9,1,training
1048,.,O,7,9,1,training
1049,There,O,1,10,1,training
1050,is,O,1,10,1,training
1051,provided,O,1,10,1,training
1052,a,O,1,10,1,training
1053,decentralized,O,1,10,1,training
1054,system,O,1,10,1,training
1055,and,O,1,10,1,training
1056,method,O,1,10,1,training
1057,for,O,1,10,1,training
1058,distributed,O,1,10,1,training
1059,traffic,O,1,10,1,training
1060,management,O,1,10,1,training
1061,comprising,O,1,10,1,training
1062,:,O,1,10,1,training
1063,a,O,1,10,1,training
1064,plurality,O,1,10,1,training
1065,of,O,1,10,1,training
1066,intersection,O,1,10,1,training
1067,computing,O,1,10,1,training
1068,agents,O,1,10,1,training
1069,connected,O,1,10,1,training
1070,across,O,1,10,1,training
1071,a,O,1,10,1,training
1072,communication,B-COMUNICA플O,1,10,1,training
1073,network,I-COMUNICA플O,1,10,1,training
1074,",",O,1,10,1,training
1075,each,O,1,10,1,training
1076,intersection,O,1,10,1,training
1077,computing,O,1,10,1,training
1078,agent,O,1,10,1,training
1079,located,O,1,10,1,training
1080,at,O,1,10,1,training
1081,a,O,1,10,1,training
1082,particular,O,1,10,1,training
1083,intersection,O,1,10,1,training
1084,communicating,O,1,10,1,training
1085,with,O,1,10,1,training
1086,a,O,1,10,1,training
1087,plurality,O,1,10,1,training
1088,of,O,1,10,1,training
1089,corresponding,O,1,10,1,training
1090,local,O,1,10,1,training
1091,link,O,1,10,1,training
1092,computing,O,1,10,1,training
1093,agents,O,1,10,1,training
1094,comprising,O,1,10,1,training
1095,sensors,B-HARDWARE,1,10,1,training
1096,located,O,1,10,1,training
1097,on,O,1,10,1,training
1098,each,O,1,10,1,training
1099,respective,O,1,10,1,training
1100,road,O,1,10,1,training
1101,link,O,1,10,1,training
1102,directly,O,1,10,1,training
1103,connected,O,1,10,1,training
1104,to,O,1,10,1,training
1105,the,O,1,10,1,training
1106,particular,O,1,10,1,training
1107,intersection,O,1,10,1,training
1108,",",O,1,10,1,training
1109,to,O,1,10,1,training
1110,receive,B-FUNCIONALIDADE,1,10,1,training
1111,a,I-FUNCIONALIDADE,1,10,1,training
1112,link,I-FUNCIONALIDADE,1,10,1,training
1113,status,I-FUNCIONALIDADE,1,10,1,training
1114,report,I-FUNCIONALIDADE,1,10,1,training
1115,comprising,O,1,10,1,training
1116,speed,O,1,10,1,training
1117,and,O,1,10,1,training
1118,number,O,1,10,1,training
1119,of,O,1,10,1,training
1120,vehicles,O,1,10,1,training
1121,on,O,1,10,1,training
1122,said,O,1,10,1,training
1123,each,O,1,10,1,training
1124,respective,O,1,10,1,training
1125,road,O,1,10,1,training
1126,link,O,1,10,1,training
1127,;,O,1,10,1,training
1128,and,O,1,10,1,training
1129,said,O,1,10,1,training
1130,each,O,1,10,1,training
1131,intersection,O,1,10,1,training
1132,computing,O,1,10,1,training
1133,agent,O,1,10,1,training
1134,calculating,O,1,10,1,training
1135,an,O,1,10,1,training
1136,estimated,O,1,10,1,training
1137,travel,O,1,10,1,training
1138,time,O,1,10,1,training
1139,for,O,1,10,1,training
1140,said,O,1,10,1,training
1141,each,O,1,10,1,training
1142,respective,O,1,10,1,training
1143,road,O,1,10,1,training
1144,link,O,1,10,1,training
1145,from,O,1,10,1,training
1146,said,O,1,10,1,training
1147,link,O,1,10,1,training
1148,status,O,1,10,1,training
1149,report,O,1,10,1,training
1150,and,O,1,10,1,training
1151,receiving,B-FUNCIONALIDADE,1,10,1,training
1152,link,I-FUNCIONALIDADE,1,10,1,training
1153,information,I-FUNCIONALIDADE,1,10,1,training
1154,packet,I-FUNCIONALIDADE,1,10,1,training
1155,comprising,O,1,10,1,training
1156,the,O,1,10,1,training
1157,estimated,O,1,10,1,training
1158,travel,O,1,10,1,training
1159,time,O,1,10,1,training
1160,for,O,1,10,1,training
1161,said,O,1,10,1,training
1162,each,O,1,10,1,training
1163,respective,O,1,10,1,training
1164,road,O,1,10,1,training
1165,link,O,1,10,1,training
1166,from,O,1,10,1,training
1167,a,O,1,10,1,training
1168,first,O,1,10,1,training
1169,plurality,O,1,10,1,training
1170,of,O,1,10,1,training
1171,intersection,O,1,10,1,training
1172,computing,O,1,10,1,training
1173,agents,O,1,10,1,training
1174,located,O,1,10,1,training
1175,at,O,1,10,1,training
1176,a,O,1,10,1,training
1177,first,O,1,10,1,training
1178,plurality,O,1,10,1,training
1179,of,O,1,10,1,training
1180,intersections,O,1,10,1,training
1181,physically,O,1,10,1,training
1182,located,O,1,10,1,training
1183,downstream,O,1,10,1,training
1184,to,O,1,10,1,training
1185,create,B-FUNCIONALIDADE,1,10,1,training
1186,a,I-FUNCIONALIDADE,1,10,1,training
1187,network,I-FUNCIONALIDADE,1,10,1,training
1188,travel,I-FUNCIONALIDADE,1,10,1,training
1189,time,I-FUNCIONALIDADE,1,10,1,training
1190,matrix,I-FUNCIONALIDADE,1,10,1,training
1191,for,O,1,10,1,training
1192,routing,O,1,10,1,training
1193,vehicles,O,1,10,1,training
1194,at,O,1,10,1,training
1195,said,O,1,10,1,training
1196,particular,O,1,10,1,training
1197,intersection,O,1,10,1,training
1198,.,O,1,10,1,training
1199,An,O,1,11,1,training
1200,image,B-SOFTWARE,1,11,1,training
1201,processing,I-SOFTWARE,1,11,1,training
1202,method,I-SOFTWARE,1,11,1,training
1203,acquires,B-FUNCIONALIDADE,1,11,1,training
1204,an,I-FUNCIONALIDADE,1,11,1,training
1205,image,I-FUNCIONALIDADE,1,11,1,training
1206,",",O,1,11,1,training
1207,restores,B-FUNCIONALIDADE,1,11,1,training
1208,a,I-FUNCIONALIDADE,1,11,1,training
1209,saturated,I-FUNCIONALIDADE,1,11,1,training
1210,region,I-FUNCIONALIDADE,1,11,1,training
1211,in,O,1,11,1,training
1212,which,O,1,11,1,training
1213,a,O,1,11,1,training
1214,pixel,O,1,11,1,training
1215,in,O,1,11,1,training
1216,the,O,1,11,1,training
1217,image,O,1,11,1,training
1218,has,O,1,11,1,training
1219,a,O,1,11,1,training
1220,first,O,1,11,1,training
1221,reference,O,1,11,1,training
1222,value,O,1,11,1,training
1223,based,O,1,11,1,training
1224,on,O,1,11,1,training
1225,a,O,1,11,1,training
1226,first,O,1,11,1,training
1227,illuminance,O,1,11,1,training
1228,component,O,1,11,1,training
1229,of,O,1,11,1,training
1230,the,O,1,11,1,training
1231,image,O,1,11,1,training
1232,",",O,1,11,1,training
1233,enhances,B-FUNCIONALIDADE,1,11,1,training
1234,a,I-FUNCIONALIDADE,1,11,1,training
1235,dark,I-FUNCIONALIDADE,1,11,1,training
1236,region,I-FUNCIONALIDADE,1,11,1,training
1237,in,O,1,11,1,training
1238,which,O,1,11,1,training
1239,a,O,1,11,1,training
1240,value,O,1,11,1,training
1241,of,O,1,11,1,training
1242,a,O,1,11,1,training
1243,pixel,O,1,11,1,training
1244,in,O,1,11,1,training
1245,the,O,1,11,1,training
1246,image,O,1,11,1,training
1247,is,O,1,11,1,training
1248,less,O,1,11,1,training
1249,than,O,1,11,1,training
1250,a,O,1,11,1,training
1251,second,O,1,11,1,training
1252,reference,O,1,11,1,training
1253,value,O,1,11,1,training
1254,based,O,1,11,1,training
1255,on,O,1,11,1,training
1256,the,O,1,11,1,training
1257,restored,O,1,11,1,training
1258,saturated,O,1,11,1,training
1259,region,O,1,11,1,training
1260,and,O,1,11,1,training
1261,the,O,1,11,1,training
1262,first,O,1,11,1,training
1263,illuminance,O,1,11,1,training
1264,component,O,1,11,1,training
1265,",",O,1,11,1,training
1266,and,O,1,11,1,training
1267,outputs,B-FUNCIONALIDADE,1,11,1,training
1268,a,I-FUNCIONALIDADE,1,11,1,training
1269,dark,I-FUNCIONALIDADE,1,11,1,training
1270,region,I-FUNCIONALIDADE,1,11,1,training
1271,-,I-FUNCIONALIDADE,1,11,1,training
1272,enhanced,I-FUNCIONALIDADE,1,11,1,training
1273,image,I-FUNCIONALIDADE,1,11,1,training
1274,.,O,1,11,1,training
1275,Apparatuses,O,1,12,1,training
1276,",",O,1,12,1,training
1277,methods,O,1,12,1,training
1278,and,O,1,12,1,training
1279,storage,O,1,12,1,training
1280,medium,O,1,12,1,training
1281,associated,O,1,12,1,training
1282,with,O,1,12,1,training
1283,an,O,1,12,1,training
1284,intelligent,B-HARDWARE,1,12,1,training
1285,LED,I-HARDWARE,1,12,1,training
1286,light,I-HARDWARE,1,12,1,training
1287,apparatus,I-HARDWARE,1,12,1,training
1288,are,O,1,12,1,training
1289,disclosed,O,1,12,1,training
1290,herein,O,1,12,1,training
1291,.,O,1,12,1,training
1292,In,O,2,12,1,training
1293,embodiments,O,2,12,1,training
1294,",",O,2,12,1,training
1295,an,O,2,12,1,training
1296,intelligent,B-HARDWARE,2,12,1,training
1297,LED,I-HARDWARE,2,12,1,training
1298,light,I-HARDWARE,2,12,1,training
1299,apparatus,I-HARDWARE,2,12,1,training
1300,may,O,2,12,1,training
1301,include,O,2,12,1,training
1302,a,O,2,12,1,training
1303,communication,B-HARDWARE,2,12,1,training
1304,interface,I-HARDWARE,2,12,1,training
1305,",",O,2,12,1,training
1306,a,O,2,12,1,training
1307,processor,B-HARDWARE,2,12,1,training
1308,",",O,2,12,1,training
1309,a,O,2,12,1,training
1310,body,O,2,12,1,training
1311,that,O,2,12,1,training
1312,encases,O,2,12,1,training
1313,at,O,2,12,1,training
1314,least,O,2,12,1,training
1315,the,O,2,12,1,training
1316,communication,B-HARDWARE,2,12,1,training
1317,interface,I-HARDWARE,2,12,1,training
1318,and,O,2,12,1,training
1319,the,O,2,12,1,training
1320,processor,B-HARDWARE,2,12,1,training
1321,",",O,2,12,1,training
1322,and,O,2,12,1,training
1323,a,O,2,12,1,training
1324,plurality,O,2,12,1,training
1325,of,O,2,12,1,training
1326,sensors,O,2,12,1,training
1327,of,O,2,12,1,training
1328,a,O,2,12,1,training
1329,plurality,O,2,12,1,training
1330,of,O,2,12,1,training
1331,sensor,O,2,12,1,training
1332,types,O,2,12,1,training
1333,disposed,O,2,12,1,training
1334,on,O,2,12,1,training
1335,the,O,2,12,1,training
1336,body,O,2,12,1,training
1337,.,O,2,12,1,training
1338,The,O,3,12,1,training
1339,processor,B-HARDWARE,3,12,1,training
1340,may,O,3,12,1,training
1341,be,O,3,12,1,training
1342,configured,O,3,12,1,training
1343,to,O,3,12,1,training
1344,receive,B-FUNCIONALIDADE,3,12,1,training
1345,sensor,I-FUNCIONALIDADE,3,12,1,training
1346,data,I-FUNCIONALIDADE,3,12,1,training
1347,from,O,3,12,1,training
1348,the,O,3,12,1,training
1349,sensors,B-HARDWARE,3,12,1,training
1350,",",O,3,12,1,training
1351,and,O,3,12,1,training
1352,transmit,B-FUNCIONALIDADE,3,12,1,training
1353,the,I-FUNCIONALIDADE,3,12,1,training
1354,sensor,I-FUNCIONALIDADE,3,12,1,training
1355,data,I-FUNCIONALIDADE,3,12,1,training
1356,or,O,3,12,1,training
1357,results,O,3,12,1,training
1358,from,O,3,12,1,training
1359,processing,O,3,12,1,training
1360,the,O,3,12,1,training
1361,sensor,O,3,12,1,training
1362,data,O,3,12,1,training
1363,to,O,3,12,1,training
1364,an,O,3,12,1,training
1365,external,O,3,12,1,training
1366,recipient,O,3,12,1,training
1367,.,O,3,12,1,training
1368,Further,O,4,12,1,training
1369,",",O,4,12,1,training
1370,for,O,4,12,1,training
1371,some,O,4,12,1,training
1372,embodiments,O,4,12,1,training
1373,",",O,4,12,1,training
1374,the,O,4,12,1,training
1375,intelligent,B-HARDWARE,4,12,1,training
1376,LED,I-HARDWARE,4,12,1,training
1377,bulb,I-HARDWARE,4,12,1,training
1378,apparatus,I-HARDWARE,4,12,1,training
1379,may,O,4,12,1,training
1380,further,O,4,12,1,training
1381,comprise,B-FUNCIONALIDADE,4,12,1,training
1382,LED,I-FUNCIONALIDADE,4,12,1,training
1383,lights,I-FUNCIONALIDADE,4,12,1,training
1384,",",O,4,12,1,training
1385,and,O,4,12,1,training
1386,the,O,4,12,1,training
1387,body,O,4,12,1,training
1388,further,O,4,12,1,training
1389,encases,O,4,12,1,training
1390,the,O,4,12,1,training
1391,LED,O,4,12,1,training
1392,lights,O,4,12,1,training
1393,.,O,4,12,1,training
1394,In,O,5,12,1,training
1395,other,O,5,12,1,training
1396,embodiments,O,5,12,1,training
1397,",",O,5,12,1,training
1398,the,O,5,12,1,training
1399,body,O,5,12,1,training
1400,may,O,5,12,1,training
1401,include,O,5,12,1,training
1402,a,O,5,12,1,training
1403,male,O,5,12,1,training
1404,connector,O,5,12,1,training
1405,to,O,5,12,1,training
1406,mate,O,5,12,1,training
1407,with,O,5,12,1,training
1408,a,O,5,12,1,training
1409,bulb,O,5,12,1,training
1410,receptor,O,5,12,1,training
1411,",",O,5,12,1,training
1412,and,O,5,12,1,training
1413,a,O,5,12,1,training
1414,female,O,5,12,1,training
1415,connector,O,5,12,1,training
1416,to,O,5,12,1,training
1417,mate,O,5,12,1,training
1418,with,O,5,12,1,training
1419,a,O,5,12,1,training
1420,LED,O,5,12,1,training
1421,bulb,O,5,12,1,training
1422,.,O,5,12,1,training
1423,Other,O,6,12,1,training
1424,embodiments,O,6,12,1,training
1425,may,O,6,12,1,training
1426,be,O,6,12,1,training
1427,disclosed,O,6,12,1,training
1428,or,O,6,12,1,training
1429,claimed,O,6,12,1,training
1430,.,O,6,12,1,training
1431,A,O,1,13,1,training
1432,terminal,B-HARDWARE,1,13,1,training
1433,device,I-HARDWARE,1,13,1,training
1434,is,O,1,13,1,training
1435,provided,O,1,13,1,training
1436,to,O,1,13,1,training
1437,output,B-FUNCIONALIDADE,1,13,1,training
1438,information,I-FUNCIONALIDADE,1,13,1,training
1439,about,O,1,13,1,training
1440,using,O,1,13,1,training
1441,a,O,1,13,1,training
1442,transport,O,1,13,1,training
1443,device,O,1,13,1,training
1444,for,O,1,13,1,training
1445,a,O,1,13,1,training
1446,travel,O,1,13,1,training
1447,to,O,1,13,1,training
1448,a,O,1,13,1,training
1449,destination,O,1,13,1,training
1450,",",O,1,13,1,training
1451,a,O,1,13,1,training
1452,vehicle,O,1,13,1,training
1453,communicating,O,1,13,1,training
1454,with,O,1,13,1,training
1455,the,O,1,13,1,training
1456,terminal,O,1,13,1,training
1457,device,O,1,13,1,training
1458,",",O,1,13,1,training
1459,a,O,1,13,1,training
1460,personal,B-HARDWARE,1,13,1,training
1461,mobility,I-HARDWARE,1,13,1,training
1462,device,I-HARDWARE,1,13,1,training
1463,communicating,O,1,13,1,training
1464,with,O,1,13,1,training
1465,the,O,1,13,1,training
1466,terminal,O,1,13,1,training
1467,device,O,1,13,1,training
1468,",",O,1,13,1,training
1469,a,O,1,13,1,training
1470,method,O,1,13,1,training
1471,of,O,1,13,1,training
1472,controlling,B-FUNCIONALIDADE,1,13,1,training
1473,the,I-FUNCIONALIDADE,1,13,1,training
1474,terminal,I-FUNCIONALIDADE,1,13,1,training
1475,device,I-FUNCIONALIDADE,1,13,1,training
1476,",",O,1,13,1,training
1477,and,O,1,13,1,training
1478,a,O,1,13,1,training
1479,method,O,1,13,1,training
1480,of,O,1,13,1,training
1481,controlling,B-FUNCIONALIDADE,1,13,1,training
1482,the,I-FUNCIONALIDADE,1,13,1,training
1483,vehicle,I-FUNCIONALIDADE,1,13,1,training
1484,.,O,1,13,1,training
1485,A,O,1,14,1,training
1486,device,O,1,14,1,training
1487,and,O,1,14,1,training
1488,method,O,1,14,1,training
1489,for,O,1,14,1,training
1490,positioning,O,1,14,1,training
1491,personal,O,1,14,1,training
1492,mobility,O,1,14,1,training
1493,vehicle,O,1,14,1,training
1494,are,O,1,14,1,training
1495,disclosed,O,1,14,1,training
1496,.,O,1,14,1,training
1497,The,O,2,14,1,training
1498,positioning,O,2,14,1,training
1499,method,O,2,14,1,training
1500,is,O,2,14,1,training
1501,implemented,O,2,14,1,training
1502,by,O,2,14,1,training
1503,a,O,2,14,1,training
1504,computer,B-HARDWARE,2,14,1,training
